AREAACRES,AREASQKM,STATES,HUC12,NAME,TOHUC,PctCarbKarstH8,PctVolcKarstH8,AquiRichH8,vrm_mean,MeanSBDH8_rev,hli_mean_rev,hydroSumW,hydroCompositeStd,PctChange_Bio19_MEAN_H8,MeanDifSWEH8,Diff_bio8_rev,Diff_bio9_rev,MeanDifPNVH8_rev,MacroSumW,MacroCompositeStd,sum_CI,Ave_CI,Macrorefugia,Hydrorefugia,Shape_Length,Shape_Area,HydroQuant,MacroQuant
24803.389999999999418,100.379999999999995,"AZ,NM",1.504E+11,Keller Canyon,1.504E+11,-0.711003078,-0.374405165,-1.161980525,0.46705048,0.709342635,-0.328361027,-0.052370511,0.340901886,0.949079305,2.045910007146670,0.83072965,1.232357506182150,2.030794983876840,1.545195755837780,1.000000000000000,1.340901885983740,0.670450943,1.000000000000000,0.340901886,42050.249695185731980,59216360.763252988457680,3,5
25882.000000000000000,104.740000000000009,"AZ,NM",1.504E+11,Vigil Canyon,1.504E+11,-0.711003078,-0.374405165,-1.161980525,0.532351183,0.709342635,-0.301004034,-0.042717598,0.344355498,0.949079305,2.045910007146670,0.83072965,1.232357506182150,2.030794983876840,1.545195755837780,1.000000000000000,1.344355498379700,0.672177749,1.000000000000000,0.344355498,46173.997275465015264,83404066.890352249145508,3,5
22810.490000000001601,92.310000000000002,"AZ,NM",1.504E+11,Wendy Flat-San Francisco River,1.504E+11,-0.711003078,-0.374405165,-1.161980525,0.327055287,0.709342635,-0.916697987,-0.117837822,0.317479036,0.949079305,2.045910007146670,0.83072965,1.232357506182150,2.030794983876840,1.545195755837780,1.000000000000000,1.317479036372550,0.658739518,1.000000000000000,0.317479036,67600.360756411420880,91774906.910876765847206,3,5
25067.869999999998981,101.450000000000003,"AZ,NM",1.504E+11,Little Blue Creek,1.504E+11,-0.711003078,-0.374405165,-1.161980525,1.958189409753510,0.709342635,-4.624752805,-0.247911164,0.270941486,0.949079305,2.045910007146670,0.83072965,1.232357506182150,2.030794983876840,1.545195755837780,1.000000000000000,1.270941485816430,0.635470743,1.000000000000000,0.270941486,5258.516763360022196,1041668.938395058154128,2,5
14782.290000000000873,59.820000000000000,"AZ,NM",1.504E+11,Citizen Canyon,1.504E+11,-0.711003078,-0.374405165,-1.161980525,2.201288592335350,0.709342635,-1.569026123,0.037707085,0.373129786,0.949079305,2.045910007146670,0.83072965,1.232357506182150,2.030794983876840,1.545195755837780,1.000000000000000,1.373129786040260,0.686564893,1.000000000000000,0.373129786,33510.352659755961213,37212904.181266546249390,3,5
30089.909999999999854,121.769999999999996,"AZ,NM",1.504E+11,Big Pine Canyon-San Francisco River,1.504E+11,-0.711003078,-0.374405165,-1.161980525,3.854896569056180,0.709342635,-1.368199594,0.240565867,0.445708461,0.949079305,2.045910007146670,0.83072965,1.232357506182150,2.030794983876840,1.545195755837780,1.000000000000000,1.445708461039850,0.722854231,1.000000000000000,0.445708461,57035.921063861991570,121684201.903151378035545,4,5
21978.380000000001019,88.939999999999998,"AZ,NM",1.504E+11,Harden Cienega Creek,1.504E+11,-0.711003078,-0.374405165,-1.161980525,0.181689379,0.709342635,-1.404797169,-0.175436067,0.296871576,0.949079305,2.045910007146670,0.83072965,1.232357506182150,2.030794983876840,1.545195755837780,1.000000000000000,1.296871576079470,0.648435788,1.000000000000000,0.296871576,31846.391359052362532,33772556.060486979782581,3,5
17542.500000000000000,70.989999999999995,"AZ,NM",1.504E+11,Coal Creek,1.504E+11,-0.711003078,-0.374405165,-1.161980525,2.941453921907610,0.709342635,-2.042264219,0.080908348,0.388586304,0.949079305,2.045910007146670,0.83072965,1.232357506182150,2.030794983876840,1.545195755837780,1.000000000000000,1.388586304165450,0.694293152,1.000000000000000,0.388586304,24130.029769323569781,6959743.441704655066133,3,5
27029.069999999999709,109.379999999999995,"AZ,NM",1.504E+11,Skeleton Canyon,1.504E+11,-0.599198267,-0.377647287,-0.111722521,3.288251778716120,-0.37056351,-1.67921465,-0.101091457,0.323470539,-1.525488358,0.116173815,1.031410156627060,1.634218119583940,-1.011928094,0.164885838,0.54137053,0.86484107,0.432420535,0.54137053,0.323470539,34058.974788697429176,34409373.050439082086086,3,4
37189.200000000004366,150.500000000000000,"AZ,NM",1.504E+11,Deer Creek-San Simon Valley,1.504E+11,-0.599198267,-0.377647287,-0.111722521,2.112144836740260,-0.37056351,-2.763389798,-0.324940692,0.243381915,-1.525488358,0.116173815,1.031410156627060,1.634218119583940,-1.011928094,0.164885838,0.54137053,0.784752445,0.392376222,0.54137053,0.243381915,48965.185995399602689,60217661.542607642710209,2,4
