AREAACRES,AREASQKM,STATES,HUC12,NAME,TOHUC,MeanCanHei,PctMarWetMeaH12,PctNatSemNatWoo12,PctTreCanBuf,dem_mean,aspect_sh3_mean,geomorph_sh3_std,PctCarbKarstH8,PctVolcKarstH8,hli_mean_rev,sbd250m_100bd_mean_rev,HydroSumW,HydroCompositeStd,PctChange_Bio18_MEAN,PctChange_Bio19_MEAN,MeanDifSWEH12,MeanJunFloPctCh2040,Back_rcp45_rev,Diff_bio8_rev,Diff_bio9_rev,Diff_bio5_rev,MeanDifPNVH12_rev,StrTemCha2040_rev,MacroSumW,MacroCompositeStd,sum_CI,Ave_CI,Macrorefugia,Hydrorefugia,Shape_Length,Shape_Area,HydroQuant,MacroQuant
29734.670000000001892,120.329999999999998,NM,1.30202E+11,Headwaters Rio de las Vacas,1.30202E+11,1.933337356756110,2.430872074998170,2.388042179522240,2.154537288596940,1.575870963082680,0.516429707,-0.223826789,1.113325668461200,-0.210928457,-0.155983573,1.536457827237150,1.284070007507040,0.54781765,-2.146208768,-0.31585256,0.319790472,-1.535243887,-2.532356578,0.123843719,-0.940326289,-0.273667368,1.262071756469440,-0.530180568,-0.464017045,0.496407688,1.044225338209810,0.522112669,0.496407688,0.54781765,53219.378676159511087,120313815.625075891613960,5,1
28237.950000000000728,114.280000000000001,NM,1.108E+11,Headwaters Moreno Creek,1.108E+11,-0.409477835,1.820491375541890,-0.319072628,0.148026781,1.687644793645650,-0.868805288,-0.120365255,-0.42405683,-0.602836739,0.107999583,1.364960171679700,0.499357356,0.321877778,-0.250911259,-0.000375728,-1.712179357,-2.438581154,1.103198100286540,0.284599467,0.010220043,1.080428796341250,1.260164298290220,-0.282164191,-0.441425545,0.504022821,0.825900599,0.4129503,0.504022821,0.321877778,52239.014015107255545,114185500.167652279138565,5,1
29811.430000000000291,120.640000000000001,NM,1.30202E+11,Water Canyon-Rio Grande,1.30202E+11,0.33108475,-0.452825467,-0.171725033,-0.143308264,-0.49475252,0.117470397,0.629046807,0.013349269,0.902057622,0.856303924,-0.523514664,0.019219995,0.183633322,-0.694473336,0.205770841,0.071087338,0.393987124,-1.281039372,0.377985092,-1.000132871,1.432841079486150,-0.984542907,0.376137599,0.034821643,0.664556012,0.848189335,0.424094667,0.664556012,0.183633322,82945.379043620530865,120584508.351470753550529,4,3
38095.879999999997381,154.170000000000016,NM,1.306E+11,Carrizo Creek-Arroyo del Macho,1.306E+11,-1.117349612,-0.452374371,-1.109373821,-0.071620666,-0.661630575,-1.056679443,0.43255234,3.984926624263300,-0.602836739,-0.026363722,0.069977758,-0.181777835,0.125760643,-0.460637893,-1.406615836,0.234218681,0.131623702,0.654163078,1.309803161987890,1.551196718211480,1.512738014844910,-0.150908241,0.380117638,0.37348618,0.778712905,0.904473548,0.452236774,0.778712905,0.125760643,109671.944681019027485,154055249.254665851593018,2,5
21366.119999999998981,86.469999999999999,NM,1.104E+11,Archuleta Creek-Dry Cimarron River,1.104E+11,-0.705113483,0.689012173,-0.666049562,-1.215073825,-0.129913684,-0.926169613,0.068483307,0.567905438,0.083128747,1.339773615892980,-0.583506371,0.031464794,0.187158929,0.614445909,4.733742734386580,0.13796164,0.242666076,0.354632165,-0.243943653,-0.578240978,0.369742318,-0.311218191,0.511887954,0.43170181,0.798336203,0.985495133,0.492747566,0.798336203,0.187158929,50051.762323387258220,86410501.452786296606064,4,5
29646.170000000001892,119.969999999999999,NM,1.40801E+11,Laguna Seca Draw-Navajo Reservoir,1.40801E+11,-0.730061867,-0.454849381,-1.136057171,-0.990201372,-0.961193393,0.020000621,-0.351253902,-0.74637128,-0.602836739,0.994571244,-1.211406502,-0.465761636,0.043994071,0.343987908,0.427663289,0.634828439,0.238581924,-1.12355121,-1.251981278,0.092244787,1.253629626701960,-1.142418323,-2.731628432,-0.657792812,0.431089838,0.475083909,0.237541955,0.431089838,0.043994071,66767.555600874882657,120020829.188010379672050,1,1
20591.069999999999709,83.329999999999998,NM,1.108E+11,Manueles Creek-Ocate Creek,1.108E+11,-0.604550909,0.765893684,-0.156187653,0.328895151,0.826551979,-1.783117499,0.278664986,-0.201123834,-0.453300913,0.982540219,0.216259212,0.094913069,0.205427394,-0.35582957,-1.469900048,0.153650526,-1.315200305,0.387348954,-0.323999959,0.045164509,-0.313692219,0.61222487,0.072427092,-0.127685907,0.609778039,0.815205433,0.407602716,0.609778039,0.205427394,64572.052495131370961,83262701.452231973409653,4,2
33328.050000000002910,134.870000000000005,"CO,NM",1.301E+11,Lola Creek-Rio de los Pinos,1.301E+11,0.103505193,0.537984773,1.148427708013480,0.047675126,1.370695539704590,-1.709781445,-0.095590782,-0.74637128,1.774943003382460,1.512920667084360,0.920387672,0.236696823,0.246250749,-0.601499861,0.105161198,-0.537532891,4.320359378640230,0.5312644,1.443033298661730,0.319652913,1.730871154442390,0.153405071,-3.794916731,-0.578526561,0.457808871,0.70405962,0.35202981,0.457808871,0.246250749,65512.310865051360452,133774839.247560769319534,5,1
16743.760000000002037,67.760000000000005,NM,1.504E+11,Copperas Creek-Sapillo Creek,1.504E+11,0.919040283,-0.23241625,-0.403843776,0.54748106,-0.714511751,0.692258175,-1.087515909,-0.745659554,-0.602836739,-1.631108098,0.131548007,-0.28765929,0.095274525,1.390940201106710,0.037667493,0.326521965,0.318536869,0.439914239,-0.662605013,-1.514036349,-1.69519985,0.242007024,0.393161545,0.119948169,0.693250424,0.788524949,0.394262475,0.693250424,0.095274525,47824.097332315963286,67854184.062270253896713,2,3
42910.840000000003783,173.650000000000006,"AZ,NM",1.40802E+11,Crystal Creek,1.40802E+11,-0.739443958,1.009157707667280,-0.959279505,-0.37838406,0.535257794,0.471239078,-0.087443241,-0.1007709,-0.602836739,-0.46170606,-0.174590644,0.208181007,0.238040278,0.128066803,0.082873757,0.242351349,0.750735322,-0.879758087,-1.125898154,-1.250632391,-1.673264999,-0.442764625,-5.551564555,-1.620589588,0.106550727,0.344591005,0.172295503,0.106550727,0.238040278,66241.354194875879330,118002804.231902092695236,5,1
