AREAACRES,AREASQKM,STATES,HUC12,NAME,TOHUC,MeanCanHei,PctMarWetMeaH12,PctTreCanBuf,mean_avwatstr,cti_mean,dem_mean,aspect_sh3_mean,geomorph_sh3_std,PctCarbKarstH8,sbd250m_100bd_mean_rev,hli_mean_rev,HydroSumW,HydroCompositeStd,PctChange_Bio18_MEAN_H8,PctChange_Bio19_MEAN_H8,MeanJunFloPctCh2040,MeanDifSWEH8,Back_rcp45_rev,Diff_bio8_rev,Diff_bio9_rev,Diff_bio5_rev,MeanDifETH8_rev,MacroSumW,MacroCompositeStd,sum_CI,Ave_CI,Macrorefugia,Hydrorefugia,Shape_Length,Shape_Area,HydroQuant,MacroQuant
21629.799999999999272,87.530000000000001,NM,150400030101,Headwaters China Draw,150400030102,-0.474263261760158,-0.282247222171936,-0.744292583725179,-0.857295602619394,0.181126226424607,-0.541870560551595,0.118163991233434,-0.461636318497568,-0.695865034930692,-1.357314991192240,-0.973542996901500,-0.541216895317282,0.114278722174984,1.634142000040820,-1.135094017021250,0.145031865027433,0.116310036366272,0.325510862017607,0.275741323767514,1.239939281673170,-0.737635700537580,0.080831134190643,0.182479955147295,0.442806806663311,0.557085528838295,0.278542764419147,0.442806806663311,0.114278722174984,64848.597224886420008,87668179.260487988591194,1,4
23255.069999999999709,94.109999999999999,NM,150400030102,Outlet China Draw,CLOSED BASIN,-0.474263261760158,-0.282247222171936,-0.749164488489393,-0.815689389831474,1.332977365098350,-0.855878314859584,-1.315804418685280,0.663133139232768,-0.695865034930692,-1.532919156003370,-1.103275327230040,-0.431157001867417,0.131555992797417,1.634142000040820,-1.135094017021250,0.091329547585802,0.116310036366272,0.159829181591857,0.275741323767514,1.239939281673170,-0.737635700537580,0.080831134190643,0.166743289061192,0.437558329059226,0.569114321856643,0.284557160928322,0.437558329059226,0.131555992797417,63124.466368373032310,94251568.322745934128761,1,4
21848.680000000000291,88.420000000000002,NM,150400030103,Round Hill,150400030104,-0.474263261760158,-0.282247222171936,-0.749148409993352,-0.877681528377965,1.097409692352430,-0.870930895549897,-1.844421758700700,0.111758638162095,-0.695865034930692,-0.972617066132892,-1.079204827006110,-0.472158628043362,0.125119531983249,1.634142000040820,-1.135094017021250,-0.059700145650022,0.116310036366272,0.073238819587960,0.275741323767514,1.239939281673170,-0.737635700537580,0.080831134190643,0.141454504458441,0.429124038155686,0.554243570138935,0.277121785069467,0.429124038155686,0.125119531983249,93502.925509750552010,88550595.435120835900307,1,4
38265.180000000000291,154.849999999999994,NM,150400030104,Moore Homestead,150400030105,-0.474263261760158,-0.282247222171936,-0.748089402662572,-0.722929826469698,1.496969759507440,-0.997328388383111,-2.014986000627600,0.110617299992943,-0.695865034930692,-1.404736317838160,-1.127175010468430,-0.516037812679964,0.118231350249694,1.634142000040820,-1.135094017021250,-0.045698361569278,0.116310036366272,-0.001376413081359,0.275741323767514,1.239939281673170,-0.737635700537580,0.080831134190643,0.139666851612207,0.428527821912932,0.546759172162626,0.273379586081313,0.428527821912932,0.118231350249694,72003.702134590610513,155095390.300092875957489,1,4
27942.979999999999563,113.079999999999998,NM,150400030105,The Saltys,150400030106,-0.474263261760158,-0.282247222171936,-0.747961985119550,-0.756941514200500,1.362831912627160,-1.001086674421810,-0.593036370180162,0.471147057220763,-0.695865034930692,-1.674957455250320,-1.185094015264380,-0.447160074364268,0.129043820509658,1.634142000040820,-1.135094017021250,-0.052592678418928,0.116310036366272,0.066585551670960,0.275741323767514,1.239939281673170,-0.737635700537580,0.080831134190643,0.142108185513559,0.429342053226937,0.558385873736595,0.279192936868297,0.429342053226937,0.129043820509658,57496.847292303049471,113268061.031516045331955,1,4
37706.040000000000873,152.590000000000003,NM,150400030106,Upper Black Mountain Draw,150400030107,-0.474263261760158,-0.282247222171936,-0.749189073289106,-0.768775471248414,1.047457644166560,-0.968137269044279,-1.914450910025530,0.149816581383127,-0.695865034930692,0.136017526809605,-1.281130084456470,-0.329161106818461,0.147567371928371,1.634142000040820,-1.135094017021250,-0.020011070562704,0.116310036366272,0.044994429871658,0.275741323767514,1.239939281673170,-0.737635700537580,0.080831134190643,0.145550168119128,0.430490019925863,0.578057391854234,0.289028695927117,0.430490019925863,0.147567371928371,71836.052629197787610,152843503.839661270380020,1,4
22795.760000000002037,92.250000000000000,NM,150400030107,Middle Black Mountain Draw,150400030108,-0.474263261760158,-0.282247222171936,-0.749089189530138,-0.868100738492259,1.062645197883750,-1.023692503228340,-1.141739858314310,0.882426422978498,-0.695865034930692,-0.404016559212053,-0.815511625438815,-0.249950486783642,0.160001904396237,1.634142000040820,-1.135094017021250,-0.075295045113315,0.116310036366272,0.071700361182407,0.275741323767514,1.239939281673170,-0.737635700537580,0.080831134190643,0.139213386889225,0.428376582798510,0.588378487194747,0.294189243597373,0.428376582798510,0.160001904396237,50625.468732737288519,92416531.116265654563904,1,4
32240.869999999998981,130.469999999999999,NM,150400030108,Lower Black Mountain Draw,150400030204,-0.474263261760158,-0.282247222171936,-0.749120910704636,-0.806170672487730,1.374383248803010,-1.105367558997010,-0.439118054071425,-0.131661808721026,-0.695865034930692,-0.289740157497392,-0.915798613312152,-0.322008732603736,0.148690156087316,1.634142000040820,-1.135094017021250,-0.039872807453031,0.116310036366272,0.060642534534991,0.275741323767514,1.239939281673170,-0.737635700537580,0.080831134190643,0.143576244925950,0.429831678977730,0.578521835065046,0.289260917532523,0.429831678977730,0.148690156087316,57335.313932438264601,130718294.431595936417580,1,4
24913.619999999998981,100.820000000000007,NM,150400030201,Hall Draw-Burro Cienega,150400030202,-0.474263261760158,0.212419301283586,0.193476485658279,0.445519481223484,-0.896333182610242,0.011094276531251,1.338747809623380,-1.163538573198110,-0.695865034930692,-1.474231544020310,-1.211018774892190,-0.393449192344427,0.137475388221915,1.634142000040820,-1.135094017021250,0.140886491796127,0.116310036366272,0.584068498373367,0.275741323767514,1.239939281673170,-0.737635700537580,0.080831134190643,0.194832559478610,0.446926635274421,0.584402023496336,0.292201011748168,0.446926635274421,0.137475388221915,53830.116965318149596,101001067.915585547685623,1,4
27606.119999999998981,111.719999999999999,NM,150400030202,Horse Canyon-Burro Cienega,150400030204,-0.474263261760158,-0.282247222171936,-0.743968176211156,-0.827472384346598,-0.371565915970544,-0.589817962213379,0.692065329359219,-0.536592766458368,-0.695865034930692,-1.004402909546300,-1.463562662302620,-0.534678007884802,0.115305200796754,1.634142000040820,-1.135094017021250,0.111647374557691,0.116310036366272,0.366055389818110,0.275741323767514,1.239939281673170,-0.737635700537580,0.080831134190643,0.179874222164790,0.441937745127273,0.557242945924027,0.278621472962014,0.441937745127273,0.115305200796754,74381.812659267685376,111901286.144281864166260,1,4
31661.810000000001310,128.129999999999995,NM,150400030203,Ninetysix Creek,150400030204,-0.474263261760158,-0.282247222171936,-0.512809728955623,-0.165747982586269,0.206240832718147,-0.476703997873595,0.807471909732401,1.232329900189900,-0.695865034930692,-1.318729102176680,-1.199942673342890,-0.232508184254854,0.162740007910807,1.634142000040820,-1.135094017021250,0.146409291133347,0.116310036366272,0.392209182712510,0.275741323767514,1.239939281673170,-0.737635700537580,0.080831134190643,0.186006024591830,0.443982817923181,0.606722825833988,0.303361412916994,0.443982817923181,0.162740007910807,97857.268261504417751,128355710.156154528260231,2,4
24948.029999999998836,100.960000000000008,NM,150400030204,Town of Separ-Burro Cienega,150400030302,-0.474263261760158,-0.282247222171936,-0.746754985104199,-0.771646567301967,1.436018762347090,-1.027483596113830,-0.649764727644054,0.519143468598089,-0.695865034930692,-0.687882696742580,-1.207654985647160,-0.304709484726880,0.151405802793526,1.634142000040820,-1.135094017021250,0.041656093623385,0.116310036366272,0.058779067379814,0.275741323767514,1.239939281673170,-0.737635700537580,0.080831134190643,0.154797310038192,0.433574117726404,0.584979920519930,0.292489960259965,0.433574117726404,0.151405802793526,87354.167570634905132,101139065.145344749093056,1,4
19897.220000000001164,80.519999999999996,NM,150400030301,Pride Draw,150400030302,-0.474263261760158,-0.282247222171936,-0.749189073289106,-0.905212174687855,0.752119542511717,-0.992131559504236,-0.469640193178662,1.707882339338380,-0.695865034930692,-1.118448314383670,-0.827956127686641,-0.224920033629406,0.163931200522123,1.634142000040820,-1.135094017021250,0.067180309824547,0.116310036366272,0.177850226585451,0.275741323767514,1.239939281673170,-0.737635700537580,0.080831134190643,0.164293011521163,0.436741114871528,0.600672315393651,0.300336157696826,0.436741114871528,0.163931200522123,44033.242674690627609,80688167.776894018054008,2,4
24632.180000000000291,99.680000000000007,NM,150400030302,Uhl Draw-Burro Cienega,150400030304,-0.474263261760158,-0.282247222171936,-0.746722523164000,-0.877413366319835,1.143530691321550,-1.029409775595580,-0.657011735800634,1.780321505307790,-0.695865034930692,-0.614311970532142,-0.948623484044673,-0.135538197805694,0.177962416779475,1.634142000040820,-1.135094017021250,0.068051544527823,0.116310036366272,0.106591744515523,0.275741323767514,1.239939281673170,-0.737635700537580,0.080831134190643,0.160850993710601,0.435593136431066,0.613555553210541,0.306777776605271,0.435593136431066,0.177962416779475,86098.062865285581211,99881021.472963109612465,2,4
27381.760000000002037,110.810000000000002,NM,150400030303,Langford Draw,150400030304,-0.474263261760158,-0.282247222171936,-0.747038434705432,-0.815380275107152,0.675929935347159,-0.859014174240160,-1.194018955849700,0.898998422721167,-0.695865034930692,-0.592628682085184,-1.727372825019840,-0.336120027398332,0.146474956241514,1.634142000040820,-1.135094017021250,0.109041856060177,0.116310036366272,0.206914039906015,0.275741323767514,1.239939281673170,-0.737635700537580,0.080831134190643,0.171555571755278,0.439163316914102,0.585638273155616,0.292819136577808,0.439163316914102,0.146474956241514,50680.741996559889230,111015726.345127761363983,1,4
